,counterpart_area,economy,time,ExternalDebtStock
2797,078,ETH,YR2013,
2798,078,ETH,YR2014,
2799,078,ETH,YR2015,
2800,078,ETH,YR2016,
2801,078,ETH,YR2017,
2802,078,ETH,YR2018,
2803,078,ETH,YR2019,
2804,078,ETH,YR2020,
2805,078,TZA,YR2010,
2806,078,TZA,YR2011,
2807,078,TZA,YR2012,
2808,078,TZA,YR2013,
2809,078,TZA,YR2014,
2810,078,TZA,YR2015,
2811,078,TZA,YR2016,
2812,078,TZA,YR2017,
2813,078,TZA,YR2018,
2814,078,TZA,YR2019,
2815,078,TZA,YR2020,
2816,078,UZB,YR2010,
2817,078,UZB,YR2011,
2818,078,UZB,YR2012,
2819,078,UZB,YR2013,
2820,078,UZB,YR2014,
2821,078,UZB,YR2015,
2822,078,UZB,YR2016,
2823,078,UZB,YR2017,
2824,078,UZB,YR2018,
2825,078,UZB,YR2019,
2826,078,UZB,YR2020,
2827,078,VNM,YR2010,
2828,078,VNM,YR2011,
2829,078,VNM,YR2012,
2830,078,VNM,YR2013,
2831,078,VNM,YR2014,
2832,078,VNM,YR2015,
2833,078,VNM,YR2016,
2834,078,VNM,YR2017,
2835,078,VNM,YR2018,
2836,078,VNM,YR2019,
2837,078,VNM,YR2020,
2838,082,ARG,YR2010,
2839,082,ARG,YR2011,
2840,082,ARG,YR2012,
2841,082,ARG,YR2013,
2842,082,ARG,YR2014,
2843,082,ARG,YR2015,
2844,082,ARG,YR2016,
2845,082,ARG,YR2017,
2846,082,ARG,YR2018,
2847,082,ARG,YR2019,
2848,082,ARG,YR2020,
2849,082,DZA,YR2010,
2850,082,DZA,YR2011,
2851,082,DZA,YR2012,
2852,082,DZA,YR2013,
2853,082,DZA,YR2014,
2854,082,DZA,YR2015,
2855,082,DZA,YR2016,
2856,082,DZA,YR2017,
2857,082,DZA,YR2018,
2858,082,DZA,YR2019,
2859,082,DZA,YR2020,
2860,082,ETH,YR2010,
2861,082,ETH,YR2011,
2862,082,ETH,YR2012,
2863,082,ETH,YR2013,
2864,082,ETH,YR2014,
2865,082,ETH,YR2015,
2866,082,ETH,YR2016,
2867,082,ETH,YR2017,
2868,082,ETH,YR2018,
2869,082,ETH,YR2019,
2870,082,ETH,YR2020,
2871,082,TZA,YR2010,
2872,082,TZA,YR2011,
2873,082,TZA,YR2012,
2874,082,TZA,YR2013,
2875,082,TZA,YR2014,
2876,082,TZA,YR2015,
2877,082,TZA,YR2016,
2878,082,TZA,YR2017,
2879,082,TZA,YR2018,
2880,082,TZA,YR2019,
2881,082,TZA,YR2020,
2882,082,UZB,YR2010,
2883,082,UZB,YR2011,
2884,082,UZB,YR2012,
2885,082,UZB,YR2013,
2886,082,UZB,YR2014,
2887,082,UZB,YR2015,
2888,082,UZB,YR2016,
2889,082,UZB,YR2017,
2890,082,UZB,YR2018,
2891,082,UZB,YR2019,
2892,082,UZB,YR2020,
2893,082,VNM,YR2010,
2894,082,VNM,YR2011,
2895,082,VNM,YR2012,
2896,082,VNM,YR2013,
2897,082,VNM,YR2014,
2898,082,VNM,YR2015,
2899,082,VNM,YR2016,
2900,082,VNM,YR2017,
2901,082,VNM,YR2018,
2902,082,VNM,YR2019,
2903,082,VNM,YR2020,
2904,083,ARG,YR2010,
2905,083,ARG,YR2011,
2906,083,ARG,YR2012,
2907,083,ARG,YR2013,
2908,083,ARG,YR2014,
2909,083,ARG,YR2015,
2910,083,ARG,YR2016,
2911,083,ARG,YR2017,
2912,083,ARG,YR2018,
2913,083,ARG,YR2019,
2914,083,ARG,YR2020,
2915,083,DZA,YR2010,
2916,083,DZA,YR2011,
2917,083,DZA,YR2012,
2918,083,DZA,YR2013,
2919,083,DZA,YR2014,
2920,083,DZA,YR2015,
2921,083,DZA,YR2016,
2922,083,DZA,YR2017,
2923,083,DZA,YR2018,
2924,083,DZA,YR2019,
2925,083,DZA,YR2020,
2926,083,ETH,YR2010,
2927,083,ETH,YR2011,
2928,083,ETH,YR2012,
2929,083,ETH,YR2013,
2930,083,ETH,YR2014,
2931,083,ETH,YR2015,
2932,083,ETH,YR2016,
2933,083,ETH,YR2017,
2934,083,ETH,YR2018,
2935,083,ETH,YR2019,
2936,083,ETH,YR2020,
2937,083,TZA,YR2010,
2938,083,TZA,YR2011,
2939,083,TZA,YR2012,
2940,083,TZA,YR2013,
2941,083,TZA,YR2014,
2942,083,TZA,YR2015,
2943,083,TZA,YR2016,
2944,083,TZA,YR2017,
2945,083,TZA,YR2018,
2946,083,TZA,YR2019,
2947,083,TZA,YR2020,
2948,083,UZB,YR2010,
2949,083,UZB,YR2011,
2950,083,UZB,YR2012,
2951,083,UZB,YR2013,
2952,083,UZB,YR2014,
2953,083,UZB,YR2015,
2954,083,UZB,YR2016,
2955,083,UZB,YR2017,
2956,083,UZB,YR2018,
2957,083,UZB,YR2019,
2958,083,UZB,YR2020,
2959,083,VNM,YR2010,
2960,083,VNM,YR2011,
2961,083,VNM,YR2012,
2962,083,VNM,YR2013,
2963,083,VNM,YR2014,
2964,083,VNM,YR2015,
2965,083,VNM,YR2016,
2966,083,VNM,YR2017,
2967,083,VNM,YR2018,
2968,083,VNM,YR2019,
2969,083,VNM,YR2020,
2970,084,ARG,YR2010,
2971,084,ARG,YR2011,
2972,084,ARG,YR2012,
2973,084,ARG,YR2013,
2974,084,ARG,YR2014,
2975,084,ARG,YR2015,
2976,084,ARG,YR2016,
2977,084,ARG,YR2017,
2978,084,ARG,YR2018,
2979,084,ARG,YR2019,
2980,084,ARG,YR2020,
2981,084,DZA,YR2010,
2982,084,DZA,YR2011,
2983,084,DZA,YR2012,
2984,084,DZA,YR2013,
2985,084,DZA,YR2014,
2986,084,DZA,YR2015,
2987,084,DZA,YR2016,
2988,084,DZA,YR2017,
2989,084,DZA,YR2018,
2990,084,DZA,YR2019,
2991,084,DZA,YR2020,
2992,084,ETH,YR2010,
2993,084,ETH,YR2011,
2994,084,ETH,YR2012,
2995,084,ETH,YR2013,
2996,084,ETH,YR2014,
2997,084,ETH,YR2015,
2998,084,ETH,YR2016,
2999,084,ETH,YR2017,
3000,084,ETH,YR2018,
3001,084,ETH,YR2019,
3002,084,ETH,YR2020,
3003,084,TZA,YR2010,
3004,084,TZA,YR2011,
3005,084,TZA,YR2012,
3006,084,TZA,YR2013,
3007,084,TZA,YR2014,
3008,084,TZA,YR2015,
3009,084,TZA,YR2016,
3010,084,TZA,YR2017,
3011,084,TZA,YR2018,
3012,084,TZA,YR2019,
3013,084,TZA,YR2020,
3014,084,UZB,YR2010,
3015,084,UZB,YR2011,
3016,084,UZB,YR2012,
3017,084,UZB,YR2013,
3018,084,UZB,YR2014,
3019,084,UZB,YR2015,
3020,084,UZB,YR2016,
3021,084,UZB,YR2017,
3022,084,UZB,YR2018,
3023,084,UZB,YR2019,
3024,084,UZB,YR2020,
3025,084,VNM,YR2010,
3026,084,VNM,YR2011,
3027,084,VNM,YR2012,
3028,084,VNM,YR2013,
3029,084,VNM,YR2014,
3030,084,VNM,YR2015,
3031,084,VNM,YR2016,
3032,084,VNM,YR2017,
3033,084,VNM,YR2018,
3034,084,VNM,YR2019,
3035,084,VNM,YR2020,
3036,085,ARG,YR2010,
3037,085,ARG,YR2011,
3038,085,ARG,YR2012,
3039,085,ARG,YR2013,
3040,085,ARG,YR2014,
3041,085,ARG,YR2015,
3042,085,ARG,YR2016,
3043,085,ARG,YR2017,
3044,085,ARG,YR2018,
3045,085,ARG,YR2019,
3046,085,ARG,YR2020,
3047,085,DZA,YR2010,
3048,085,DZA,YR2011,
3049,085,DZA,YR2012,
3050,085,DZA,YR2013,
3051,085,DZA,YR2014,
3052,085,DZA,YR2015,
3053,085,DZA,YR2016,
3054,085,DZA,YR2017,
3055,085,DZA,YR2018,
3056,085,DZA,YR2019,
3057,085,DZA,YR2020,
3058,085,ETH,YR2010,
3059,085,ETH,YR2011,
3060,085,ETH,YR2012,
3061,085,ETH,YR2013,
3062,085,ETH,YR2014,
3063,085,ETH,YR2015,
3064,085,ETH,YR2016,
3065,085,ETH,YR2017,
3066,085,ETH,YR2018,
3067,085,ETH,YR2019,
3068,085,ETH,YR2020,
3069,085,TZA,YR2010,
3070,085,TZA,YR2011,
3071,085,TZA,YR2012,
3072,085,TZA,YR2013,
3073,085,TZA,YR2014,
3074,085,TZA,YR2015,
3075,085,TZA,YR2016,
3076,085,TZA,YR2017,
3077,085,TZA,YR2018,
3078,085,TZA,YR2019,
3079,085,TZA,YR2020,
3080,085,UZB,YR2010,
3081,085,UZB,YR2011,
3082,085,UZB,YR2012,
3083,085,UZB,YR2013,
3084,085,UZB,YR2014,
3085,085,UZB,YR2015,
3086,085,UZB,YR2016,
3087,085,UZB,YR2017,
3088,085,UZB,YR2018,
3089,085,UZB,YR2019,
3090,085,UZB,YR2020,
3091,085,VNM,YR2010,
3092,085,VNM,YR2011,
3093,085,VNM,YR2012,
3094,085,VNM,YR2013,
3095,085,VNM,YR2014,
3096,085,VNM,YR2015,
3097,085,VNM,YR2016,
3098,085,VNM,YR2017,
3099,085,VNM,YR2018,
3100,085,VNM,YR2019,
3101,085,VNM,YR2020,
3102,086,ARG,YR2010,
3103,086,ARG,YR2011,
3104,086,ARG,YR2012,
3105,086,ARG,YR2013,
3106,086,ARG,YR2014,
3107,086,ARG,YR2015,
3108,086,ARG,YR2016,
3109,086,ARG,YR2017,
3110,086,ARG,YR2018,
3111,086,ARG,YR2019,
3112,086,ARG,YR2020,
3113,086,DZA,YR2010,
3114,086,DZA,YR2011,
3115,086,DZA,YR2012,
3116,086,DZA,YR2013,
3117,086,DZA,YR2014,
3118,086,DZA,YR2015,
3119,086,DZA,YR2016,
3120,086,DZA,YR2017,
3121,086,DZA,YR2018,
3122,086,DZA,YR2019,
3123,086,DZA,YR2020,
3124,086,ETH,YR2010,
3125,086,ETH,YR2011,
3126,086,ETH,YR2012,
3127,086,ETH,YR2013,
3128,086,ETH,YR2014,
3129,086,ETH,YR2015,
3130,086,ETH,YR2016,
3131,086,ETH,YR2017,
3132,086,ETH,YR2018,
3133,086,ETH,YR2019,
3134,086,ETH,YR2020,
3135,086,TZA,YR2010,
3136,086,TZA,YR2011,
3137,086,TZA,YR2012,
3138,086,TZA,YR2013,
3139,086,TZA,YR2014,
3140,086,TZA,YR2015,
3141,086,TZA,YR2016,
3142,086,TZA,YR2017,
3143,086,TZA,YR2018,
3144,086,TZA,YR2019,
3145,086,TZA,YR2020,
3146,086,UZB,YR2010,
3147,086,UZB,YR2011,
3148,086,UZB,YR2012,
3149,086,UZB,YR2013,
3150,086,UZB,YR2014,
3151,086,UZB,YR2015,
3152,086,UZB,YR2016,
3153,086,UZB,YR2017,
3154,086,UZB,YR2018,
3155,086,UZB,YR2019,
3156,086,UZB,YR2020,
3157,086,VNM,YR2010,
3158,086,VNM,YR2011,
3159,086,VNM,YR2012,
3160,086,VNM,YR2013,
3161,086,VNM,YR2014,
3162,086,VNM,YR2015,
3163,086,VNM,YR2016,
3164,086,VNM,YR2017,
3165,086,VNM,YR2018,
3166,086,VNM,YR2019,
3167,086,VNM,YR2020,
3168,087,ARG,YR2010,7816000.0
3169,087,ARG,YR2011,7816000.0
3170,087,ARG,YR2012,7816000.0
3171,087,ARG,YR2013,7816000.0
3172,087,ARG,YR2014,7816000.0
3173,087,ARG,YR2015,7816000.0
3174,087,ARG,YR2016,7816000.0
3175,087,ARG,YR2017,7816000.0
3176,087,ARG,YR2018,7816000.0
3177,087,ARG,YR2019,7816000.0
3178,087,ARG,YR2020,7816000.0
3179,087,DZA,YR2010,
3180,087,DZA,YR2011,
3181,087,DZA,YR2012,
3182,087,DZA,YR2013,
3183,087,DZA,YR2014,
3184,087,DZA,YR2015,
3185,087,DZA,YR2016,
3186,087,DZA,YR2017,
3187,087,DZA,YR2018,
3188,087,DZA,YR2019,
3189,087,DZA,YR2020,
3190,087,ETH,YR2010,162790000.0
3191,087,ETH,YR2011,162790000.0
3192,087,ETH,YR2012,162790000.0
3193,087,ETH,YR2013,162790000.0
3194,087,ETH,YR2014,162790000.0
3195,087,ETH,YR2015,162200000.0
3196,087,ETH,YR2016,162200000.0
3197,087,ETH,YR2017,162200000.0
3198,087,ETH,YR2018,162200000.0
3199,087,ETH,YR2019,162200000.0
3200,087,ETH,YR2020,162200000.0
3201,087,TZA,YR2010,20450336.0
3202,087,TZA,YR2011,3420000.0
3203,087,TZA,YR2012,10464000.0
3204,087,TZA,YR2013,13815000.0
3205,087,TZA,YR2014,15730000.0
3206,087,TZA,YR2015,14362000.0
3207,087,TZA,YR2016,12994000.0
3208,087,TZA,YR2017,11627000.0
3209,087,TZA,YR2018,10259000.0
3210,087,TZA,YR2019,8891000.0
3211,087,TZA,YR2020,7523000.0
3212,087,UZB,YR2010,264441000.0
3213,087,UZB,YR2011,215441000.0
3214,087,UZB,YR2012,166201000.0
3215,087,UZB,YR2013,116961000.0
3216,087,UZB,YR2014,67721000.0
3217,087,UZB,YR2015,43100000.0
3218,087,UZB,YR2016,0.0
3219,087,UZB,YR2017,
3220,087,UZB,YR2018,
3221,087,UZB,YR2019,74643189.6
3222,087,UZB,YR2020,143917969.3
3223,087,VNM,YR2010,568770000.0
3224,087,VNM,YR2011,546269000.0
3225,087,VNM,YR2012,520547000.0
3226,087,VNM,YR2013,490898000.0
3227,087,VNM,YR2014,695157000.0
3228,087,VNM,YR2015,805074000.0
3229,087,VNM,YR2016,767900000.0
3230,087,VNM,YR2017,1068960000.0
3231,087,VNM,YR2018,1503923000.0
3232,087,VNM,YR2019,1620008000.0
3233,087,VNM,YR2020,1465147000.0
3234,091,ARG,YR2010,
3235,091,ARG,YR2011,
3236,091,ARG,YR2012,
3237,091,ARG,YR2013,
3238,091,ARG,YR2014,
3239,091,ARG,YR2015,
3240,091,ARG,YR2016,
3241,091,ARG,YR2017,
3242,091,ARG,YR2018,
3243,091,ARG,YR2019,
3244,091,ARG,YR2020,
3245,091,DZA,YR2010,
3246,091,DZA,YR2011,
3247,091,DZA,YR2012,
3248,091,DZA,YR2013,
3249,091,DZA,YR2014,
3250,091,DZA,YR2015,
3251,091,DZA,YR2016,
3252,091,DZA,YR2017,
3253,091,DZA,YR2018,
3254,091,DZA,YR2019,
3255,091,DZA,YR2020,
3256,091,ETH,YR2010,
3257,091,ETH,YR2011,
3258,091,ETH,YR2012,
3259,091,ETH,YR2013,
3260,091,ETH,YR2014,
3261,091,ETH,YR2015,
3262,091,ETH,YR2016,
3263,091,ETH,YR2017,
3264,091,ETH,YR2018,
3265,091,ETH,YR2019,
3266,091,ETH,YR2020,
3267,091,TZA,YR2010,
3268,091,TZA,YR2011,
3269,091,TZA,YR2012,
3270,091,TZA,YR2013,
3271,091,TZA,YR2014,
3272,091,TZA,YR2015,
3273,091,TZA,YR2016,
3274,091,TZA,YR2017,
3275,091,TZA,YR2018,
3276,091,TZA,YR2019,
3277,091,TZA,YR2020,
3278,091,UZB,YR2010,
3279,091,UZB,YR2011,
3280,091,UZB,YR2012,
3281,091,UZB,YR2013,
3282,091,UZB,YR2014,
3283,091,UZB,YR2015,
3284,091,UZB,YR2016,
3285,091,UZB,YR2017,
3286,091,UZB,YR2018,
3287,091,UZB,YR2019,
3288,091,UZB,YR2020,
3289,091,VNM,YR2010,
3290,091,VNM,YR2011,
3291,091,VNM,YR2012,
3292,091,VNM,YR2013,
3293,091,VNM,YR2014,
3294,091,VNM,YR2015,
3295,091,VNM,YR2016,
3296,091,VNM,YR2017,
3297,091,VNM,YR2018,
3298,091,VNM,YR2019,
3299,091,VNM,YR2020,
3300,093,ARG,YR2010,
3301,093,ARG,YR2011,
3302,093,ARG,YR2012,
3303,093,ARG,YR2013,
3304,093,ARG,YR2014,
3305,093,ARG,YR2015,
3306,093,ARG,YR2016,
3307,093,ARG,YR2017,
3308,093,ARG,YR2018,
3309,093,ARG,YR2019,
3310,093,ARG,YR2020,
3311,093,DZA,YR2010,
3312,093,DZA,YR2011,
3313,093,DZA,YR2012,
3314,093,DZA,YR2013,
3315,093,DZA,YR2014,
3316,093,DZA,YR2015,
3317,093,DZA,YR2016,
3318,093,DZA,YR2017,
3319,093,DZA,YR2018,
3320,093,DZA,YR2019,
3321,093,DZA,YR2020,
3322,093,ETH,YR2010,
3323,093,ETH,YR2011,
3324,093,ETH,YR2012,
3325,093,ETH,YR2013,
3326,093,ETH,YR2014,
3327,093,ETH,YR2015,
3328,093,ETH,YR2016,
3329,093,ETH,YR2017,
3330,093,ETH,YR2018,
3331,093,ETH,YR2019,
3332,093,ETH,YR2020,
3333,093,TZA,YR2010,
3334,093,TZA,YR2011,
3335,093,TZA,YR2012,
3336,093,TZA,YR2013,
3337,093,TZA,YR2014,
3338,093,TZA,YR2015,
3339,093,TZA,YR2016,
3340,093,TZA,YR2017,
3341,093,TZA,YR2018,
3342,093,TZA,YR2019,
3343,093,TZA,YR2020,
3344,093,UZB,YR2010,
3345,093,UZB,YR2011,
3346,093,UZB,YR2012,
3347,093,UZB,YR2013,
3348,093,UZB,YR2014,
3349,093,UZB,YR2015,
3350,093,UZB,YR2016,
3351,093,UZB,YR2017,
3352,093,UZB,YR2018,
3353,093,UZB,YR2019,
3354,093,UZB,YR2020,
3355,093,VNM,YR2010,
3356,093,VNM,YR2011,
3357,093,VNM,YR2012,
3358,093,VNM,YR2013,
3359,093,VNM,YR2014,
3360,093,VNM,YR2015,
3361,093,VNM,YR2016,
3362,093,VNM,YR2017,
3363,093,VNM,YR2018,
3364,093,VNM,YR2019,
3365,093,VNM,YR2020,
3366,095,ARG,YR2010,
3367,095,ARG,YR2011,
3368,095,ARG,YR2012,
3369,095,ARG,YR2013,
3370,095,ARG,YR2014,
3371,095,ARG,YR2015,
3372,095,ARG,YR2016,
3373,095,ARG,YR2017,
3374,095,ARG,YR2018,
3375,095,ARG,YR2019,
3376,095,ARG,YR2020,
3377,095,DZA,YR2010,
3378,095,DZA,YR2011,
3379,095,DZA,YR2012,
3380,095,DZA,YR2013,
3381,095,DZA,YR2014,
3382,095,DZA,YR2015,
3383,095,DZA,YR2016,
3384,095,DZA,YR2017,
3385,095,DZA,YR2018,
3386,095,DZA,YR2019,
3387,095,DZA,YR2020,
3388,095,ETH,YR2010,
3389,095,ETH,YR2011,
3390,095,ETH,YR2012,
3391,095,ETH,YR2013,
3392,095,ETH,YR2014,
3393,095,ETH,YR2015,
3394,095,ETH,YR2016,
3395,095,ETH,YR2017,
3396,095,ETH,YR2018,
3397,095,ETH,YR2019,
3398,095,ETH,YR2020,
3399,095,TZA,YR2010,
3400,095,TZA,YR2011,
3401,095,TZA,YR2012,
3402,095,TZA,YR2013,
3403,095,TZA,YR2014,
3404,095,TZA,YR2015,
3405,095,TZA,YR2016,
3406,095,TZA,YR2017,
3407,095,TZA,YR2018,
3408,095,TZA,YR2019,
3409,095,TZA,YR2020,
3410,095,UZB,YR2010,
3411,095,UZB,YR2011,
3412,095,UZB,YR2012,
3413,095,UZB,YR2013,
3414,095,UZB,YR2014,
3415,095,UZB,YR2015,
3416,095,UZB,YR2016,
3417,095,UZB,YR2017,
3418,095,UZB,YR2018,
3419,095,UZB,YR2019,
3420,095,UZB,YR2020,
3421,095,VNM,YR2010,
3422,095,VNM,YR2011,
3423,095,VNM,YR2012,
3424,095,VNM,YR2013,
3425,095,VNM,YR2014,
3426,095,VNM,YR2015,
3427,095,VNM,YR2016,
3428,095,VNM,YR2017,
3429,095,VNM,YR2018,
3430,095,VNM,YR2019,
3431,095,VNM,YR2020,
3432,130,ARG,YR2010,
3433,130,ARG,YR2011,
3434,130,ARG,YR2012,
3435,130,ARG,YR2013,
3436,130,ARG,YR2014,
3437,130,ARG,YR2015,
3438,130,ARG,YR2016,
3439,130,ARG,YR2017,
3440,130,ARG,YR2018,
3441,130,ARG,YR2019,
3442,130,ARG,YR2020,
3443,130,DZA,YR2010,
3444,130,DZA,YR2011,
3445,130,DZA,YR2012,
3446,130,DZA,YR2013,
3447,130,DZA,YR2014,
3448,130,DZA,YR2015,
3449,130,DZA,YR2016,
3450,130,DZA,YR2017,
3451,130,DZA,YR2018,
3452,130,DZA,YR2019,
3453,130,DZA,YR2020,
3454,130,ETH,YR2010,
3455,130,ETH,YR2011,
3456,130,ETH,YR2012,
3457,130,ETH,YR2013,
3458,130,ETH,YR2014,
3459,130,ETH,YR2015,
3460,130,ETH,YR2016,
3461,130,ETH,YR2017,
3462,130,ETH,YR2018,
3463,130,ETH,YR2019,
3464,130,ETH,YR2020,
3465,130,TZA,YR2010,15000000.0
3466,130,TZA,YR2011,15000000.0
3467,130,TZA,YR2012,15000000.0
3468,130,TZA,YR2013,15000000.0
3469,130,TZA,YR2014,15000000.0
3470,130,TZA,YR2015,15000000.0
3471,130,TZA,YR2016,15000000.0
3472,130,TZA,YR2017,15000000.0
3473,130,TZA,YR2018,15000000.0
3474,130,TZA,YR2019,15000000.0
3475,130,TZA,YR2020,15000000.0
3476,130,UZB,YR2010,
3477,130,UZB,YR2011,
3478,130,UZB,YR2012,
3479,130,UZB,YR2013,
3480,130,UZB,YR2014,
3481,130,UZB,YR2015,
3482,130,UZB,YR2016,
3483,130,UZB,YR2017,
3484,130,UZB,YR2018,
3485,130,UZB,YR2019,
3486,130,UZB,YR2020,
3487,130,VNM,YR2010,56657000.0
3488,130,VNM,YR2011,56657000.0
3489,130,VNM,YR2012,49663000.0
3490,130,VNM,YR2013,19061000.0
3491,130,VNM,YR2014,19061000.0
3492,130,VNM,YR2015,19061000.0
3493,130,VNM,YR2016,19061000.0
3494,130,VNM,YR2017,19061000.0
3495,130,VNM,YR2018,19061000.0
3496,130,VNM,YR2019,19061000.0
3497,130,VNM,YR2020,19061000.0
3498,133,ARG,YR2010,
3499,133,ARG,YR2011,
3500,133,ARG,YR2012,
3501,133,ARG,YR2013,
3502,133,ARG,YR2014,
3503,133,ARG,YR2015,
3504,133,ARG,YR2016,
3505,133,ARG,YR2017,
3506,133,ARG,YR2018,
3507,133,ARG,YR2019,
3508,133,ARG,YR2020,
3509,133,DZA,YR2010,
3510,133,DZA,YR2011,
3511,133,DZA,YR2012,
3512,133,DZA,YR2013,
3513,133,DZA,YR2014,
3514,133,DZA,YR2015,
3515,133,DZA,YR2016,
3516,133,DZA,YR2017,
3517,133,DZA,YR2018,
3518,133,DZA,YR2019,
3519,133,DZA,YR2020,
3520,133,ETH,YR2010,237287000.0
3521,133,ETH,YR2011,237287000.0
3522,133,ETH,YR2012,237287000.0
3523,133,ETH,YR2013,237287000.0
3524,133,ETH,YR2014,237287000.0
3525,133,ETH,YR2015,237287000.0
3526,133,ETH,YR2016,237287000.0
3527,133,ETH,YR2017,237287000.0
3528,133,ETH,YR2018,237287000.0
3529,133,ETH,YR2019,237287000.0
3530,133,ETH,YR2020,237287000.0
3531,133,TZA,YR2010,61687042.0
3532,133,TZA,YR2011,61687000.0
3533,133,TZA,YR2012,61687042.0
3534,133,TZA,YR2013,61687000.0
3535,133,TZA,YR2014,61687000.0
3536,133,TZA,YR2015,61687000.0
3537,133,TZA,YR2016,61687000.0
3538,133,TZA,YR2017,61687000.0
3539,133,TZA,YR2018,61687000.0
3540,133,TZA,YR2019,61687000.0
3541,133,TZA,YR2020,61687000.0
3542,133,UZB,YR2010,
3543,133,UZB,YR2011,
3544,133,UZB,YR2012,
3545,133,UZB,YR2013,
3546,133,UZB,YR2014,
3547,133,UZB,YR2015,
3548,133,UZB,YR2016,
3549,133,UZB,YR2017,
3550,133,UZB,YR2018,
3551,133,UZB,YR2019,
3552,133,UZB,YR2020,
3553,133,VNM,YR2010,
3554,133,VNM,YR2011,
3555,133,VNM,YR2012,
3556,133,VNM,YR2013,
3557,133,VNM,YR2014,
3558,133,VNM,YR2015,
3559,133,VNM,YR2016,
3560,133,VNM,YR2017,
3561,133,VNM,YR2018,
3562,133,VNM,YR2019,
3563,133,VNM,YR2020,
3564,136,ARG,YR2010,
3565,136,ARG,YR2011,
3566,136,ARG,YR2012,
3567,136,ARG,YR2013,
3568,136,ARG,YR2014,
3569,136,ARG,YR2015,
3570,136,ARG,YR2016,
3571,136,ARG,YR2017,
3572,136,ARG,YR2018,
3573,136,ARG,YR2019,
3574,136,ARG,YR2020,
3575,136,DZA,YR2010,
3576,136,DZA,YR2011,
3577,136,DZA,YR2012,
3578,136,DZA,YR2013,
3579,136,DZA,YR2014,
3580,136,DZA,YR2015,
3581,136,DZA,YR2016,
3582,136,DZA,YR2017,
3583,136,DZA,YR2018,
3584,136,DZA,YR2019,
3585,136,DZA,YR2020,
3586,136,ETH,YR2010,
3587,136,ETH,YR2011,
3588,136,ETH,YR2012,
3589,136,ETH,YR2013,
3590,136,ETH,YR2014,
3591,136,ETH,YR2015,
3592,136,ETH,YR2016,
3593,136,ETH,YR2017,
3594,136,ETH,YR2018,
3595,136,ETH,YR2019,
3596,136,ETH,YR2020,
3597,136,TZA,YR2010,
3598,136,TZA,YR2011,
3599,136,TZA,YR2012,
3600,136,TZA,YR2013,
3601,136,TZA,YR2014,
3602,136,TZA,YR2015,
3603,136,TZA,YR2016,
3604,136,TZA,YR2017,
3605,136,TZA,YR2018,
3606,136,TZA,YR2019,
3607,136,TZA,YR2020,
3608,136,UZB,YR2010,
3609,136,UZB,YR2011,
3610,136,UZB,YR2012,
3611,136,UZB,YR2013,
3612,136,UZB,YR2014,
3613,136,UZB,YR2015,
3614,136,UZB,YR2016,
3615,136,UZB,YR2017,
3616,136,UZB,YR2018,
3617,136,UZB,YR2019,
3618,136,UZB,YR2020,
3619,136,VNM,YR2010,
3620,136,VNM,YR2011,
3621,136,VNM,YR2012,
3622,136,VNM,YR2013,
3623,136,VNM,YR2014,
3624,136,VNM,YR2015,
3625,136,VNM,YR2016,
3626,136,VNM,YR2017,
3627,136,VNM,YR2018,
3628,136,VNM,YR2019,
3629,136,VNM,YR2020,
3630,139,ARG,YR2010,
3631,139,ARG,YR2011,
3632,139,ARG,YR2012,
3633,139,ARG,YR2013,
3634,139,ARG,YR2014,
3635,139,ARG,YR2015,
3636,139,ARG,YR2016,
3637,139,ARG,YR2017,
3638,139,ARG,YR2018,
3639,139,ARG,YR2019,
3640,139,ARG,YR2020,
3641,139,DZA,YR2010,
3642,139,DZA,YR2011,
3643,139,DZA,YR2012,
3644,139,DZA,YR2013,
3645,139,DZA,YR2014,
3646,139,DZA,YR2015,
3647,139,DZA,YR2016,
3648,139,DZA,YR2017,
3649,139,DZA,YR2018,
3650,139,DZA,YR2019,
3651,139,DZA,YR2020,
3652,139,ETH,YR2010,
3653,139,ETH,YR2011,
3654,139,ETH,YR2012,
3655,139,ETH,YR2013,
3656,139,ETH,YR2014,
3657,139,ETH,YR2015,
3658,139,ETH,YR2016,
3659,139,ETH,YR2017,
3660,139,ETH,YR2018,
3661,139,ETH,YR2019,
3662,139,ETH,YR2020,
3663,139,TZA,YR2010,
3664,139,TZA,YR2011,
3665,139,TZA,YR2012,
3666,139,TZA,YR2013,
3667,139,TZA,YR2014,
3668,139,TZA,YR2015,
3669,139,TZA,YR2016,
3670,139,TZA,YR2017,
3671,139,TZA,YR2018,
3672,139,TZA,YR2019,
3673,139,TZA,YR2020,
3674,139,UZB,YR2010,
3675,139,UZB,YR2011,
3676,139,UZB,YR2012,
3677,139,UZB,YR2013,
3678,139,UZB,YR2014,
3679,139,UZB,YR2015,
3680,139,UZB,YR2016,
3681,139,UZB,YR2017,
3682,139,UZB,YR2018,
3683,139,UZB,YR2019,
3684,139,UZB,YR2020,
3685,139,VNM,YR2010,
3686,139,VNM,YR2011,
3687,139,VNM,YR2012,
3688,139,VNM,YR2013,
3689,139,VNM,YR2014,
3690,139,VNM,YR2015,
3691,139,VNM,YR2016,
3692,139,VNM,YR2017,
3693,139,VNM,YR2018,
3694,139,VNM,YR2019,
3695,139,VNM,YR2020,
